gobinath,htc,1452429600000,100,CHRGING,OK,31
gobinath,htc,1452430200000,100,DISCHARGING,OK,99
gobinath,htc,1452430800000,100,DISCHARGING,OK,86
gobinath,htc,1452431400000,98,DISCHARGING,OK,41
gobinath,htc,1452432000000,96,DISCHARGING,OK,41
gobinath,htc,1452432600000,96,DISCHARGING,OK,95
gobinath,htc,1452433200000,96,DISCHARGING,OK,63
gobinath,htc,1452433800000,93,DISCHARGING,OK,97
gobinath,htc,1452434400000,89,DISCHARGING,OK,73
gobinath,htc,1452435000000,85,DISCHARGING,OK,25
gobinath,htc,1452435600000,84,DISCHARGING,OK,84
gobinath,htc,1452436200000,84,DISCHARGING,OK,98
gobinath,htc,1452436800000,84,DISCHARGING,OK,23
gobinath,htc,1452437400000,81,DISCHARGING,OK,23
gobinath,htc,1452438000000,80,DISCHARGING,OK,27
gobinath,htc,1452438600000,80,DISCHARGING,OK,74
gobinath,htc,1452439200000,79,DISCHARGING,OK,26
gobinath,htc,1452439800000,78,DISCHARGING,OK,97
gobinath,htc,1452440400000,74,DISCHARGING,OK,97
gobinath,htc,1452441000000,72,DISCHARGING,OK,43
gobinath,htc,1452441600000,72,DISCHARGING,OK,95
gobinath,htc,1452442200000,70,DISCHARGING,OK,49
gobinath,htc,1452442800000,69,DISCHARGING,OK,80
gobinath,htc,1452443400000,67,DISCHARGING,OK,23
gobinath,htc,1452444000000,66,DISCHARGING,OK,99
gobinath,htc,1452444600000,65,DISCHARGING,OK,49
gobinath,htc,1452445200000,64,DISCHARGING,OK,54
gobinath,htc,1452445800000,60,DISCHARGING,OK,34
gobinath,htc,1452446400000,56,DISCHARGING,OK,51
gobinath,htc,1452447000000,55,DISCHARGING,OK,32
gobinath,htc,1452447600000,51,DISCHARGING,OK,20
gobinath,htc,1452448200000,47,DISCHARGING,OK,52
gobinath,htc,1452448800000,44,DISCHARGING,OK,83
gobinath,htc,1452449400000,40,DISCHARGING,OK,77
gobinath,htc,1452450000000,36,DISCHARGING,OK,44
gobinath,htc,1452450600000,34,DISCHARGING,OK,68
gobinath,htc,1452451200000,30,DISCHARGING,OK,67
gobinath,htc,1452451800000,27,DISCHARGING,OK,90
gobinath,htc,1452452400000,27,DISCHARGING,OK,66
gobinath,htc,1452453000000,24,DISCHARGING,OK,77
gobinath,htc,1452453600000,21,DISCHARGING,OK,59
gobinath,htc,1452454200000,18,DISCHARGING,OK,41
gobinath,htc,1452454800000,17,DISCHARGING,OK,92
gobinath,htc,1452455400000,17,DISCHARGING,OK,28
gobinath,htc,1452456000000,13,DISCHARGING,LOW,96
gobinath,htc,1452456600000,13,DISCHARGING,LOW,34
gobinath,htc,1452457200000,11,DISCHARGING,LOW,66
gobinath,htc,1452457800000,8,DISCHARGING,LOW,95
gobinath,htc,1452458400000,7,DISCHARGING,LOW,60
gobinath,htc,1452459000000,5,DISCHARGING,LOW,27
gobinath,htc,1452459600000,1,CHRGING,LOW,61
gobinath,htc,1452460200000,2,CHRGING,LOW,71
gobinath,htc,1452460800000,6,CHRGING,LOW,57
gobinath,htc,1452461400000,10,CHRGING,LOW,94
gobinath,htc,1452462000000,12,CHRGING,LOW,75
gobinath,htc,1452462600000,13,CHRGING,LOW,54
gobinath,htc,1452463200000,14,CHRGING,LOW,38
gobinath,htc,1452463800000,17,CHRGING,OK,22
gobinath,htc,1452464400000,20,CHRGING,OK,89
gobinath,htc,1452465000000,21,CHRGING,OK,81
gobinath,htc,1452465600000,23,CHRGING,OK,48
gobinath,htc,1452466200000,27,CHRGING,OK,33
gobinath,htc,1452466800000,28,CHRGING,OK,71
gobinath,htc,1452467400000,29,CHRGING,OK,31
gobinath,htc,1452468000000,29,CHRGING,OK,74
gobinath,htc,1452468600000,29,CHRGING,OK,95
gobinath,htc,1452469200000,33,CHRGING,OK,39
gobinath,htc,1452469800000,33,CHRGING,OK,24
gobinath,htc,1452470400000,36,CHRGING,OK,69
gobinath,htc,1452471000000,39,CHRGING,OK,48
gobinath,htc,1452471600000,42,CHRGING,OK,46
gobinath,htc,1452472200000,43,CHRGING,OK,55
gobinath,htc,1452472800000,45,CHRGING,OK,56
gobinath,htc,1452473400000,46,CHRGING,OK,26
gobinath,htc,1452474000000,49,CHRGING,OK,33
gobinath,htc,1452474600000,51,CHRGING,OK,88
gobinath,htc,1452475200000,52,CHRGING,OK,88
gobinath,htc,1452475800000,55,CHRGING,OK,81
gobinath,htc,1452476400000,57,CHRGING,OK,57
gobinath,htc,1452477000000,57,CHRGING,OK,26
gobinath,htc,1452477600000,57,CHRGING,OK,80
gobinath,htc,1452478200000,60,CHRGING,OK,28
gobinath,htc,1452478800000,62,CHRGING,OK,31
gobinath,htc,1452479400000,65,CHRGING,OK,29
gobinath,htc,1452480000000,67,CHRGING,OK,58
gobinath,htc,1452480600000,69,CHRGING,OK,38
gobinath,htc,1452481200000,73,CHRGING,OK,48
gobinath,htc,1452481800000,75,CHRGING,OK,67
gobinath,htc,1452482400000,79,CHRGING,OK,52
gobinath,htc,1452483000000,80,CHRGING,OK,74
gobinath,htc,1452483600000,80,CHRGING,OK,73
gobinath,htc,1452484200000,80,CHRGING,OK,83
gobinath,htc,1452484800000,82,CHRGING,OK,28
gobinath,htc,1452485400000,82,CHRGING,OK,38
gobinath,htc,1452486000000,83,CHRGING,OK,43
gobinath,htc,1452486600000,86,CHRGING,OK,33
gobinath,htc,1452487200000,89,CHRGING,OK,36
gobinath,htc,1452487800000,92,CHRGING,OK,72
gobinath,htc,1452488400000,95,CHRGING,OK,24
gobinath,htc,1452489000000,98,CHRGING,OK,55
gobinath,htc,1452489600000,98,CHRGING,OK,46
gobinath,htc,1452490200000,99,CHRGING,OK,68
gobinath,htc,1452490800000,100,DISCHARGING,OK,51
gobinath,htc,1452491400000,99,DISCHARGING,OK,63
gobinath,htc,1452492000000,97,DISCHARGING,OK,95
gobinath,htc,1452492600000,96,DISCHARGING,OK,43
gobinath,htc,1452493200000,93,DISCHARGING,OK,20
gobinath,htc,1452493800000,89,DISCHARGING,OK,38
gobinath,htc,1452494400000,86,DISCHARGING,OK,64
gobinath,htc,1452495000000,86,DISCHARGING,OK,84
gobinath,htc,1452495600000,82,DISCHARGING,OK,81
gobinath,htc,1452496200000,81,DISCHARGING,OK,58
gobinath,htc,1452496800000,77,DISCHARGING,OK,24
gobinath,htc,1452497400000,75,DISCHARGING,OK,86
gobinath,htc,1452498000000,75,DISCHARGING,OK,54
gobinath,htc,1452498600000,73,DISCHARGING,OK,60
gobinath,htc,1452499200000,72,DISCHARGING,OK,99
