IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638107000,6.9112589,79.8528919
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638119000,6.9097893,79.852572
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638121000,6.9097837,79.852576
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638131000,6.9097981,79.8525821
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638151000,6.9098184,79.8525836
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638171000,6.90982,79.8525938
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638191000,6.9098149,79.8525743
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638211000,6.9098015,79.8525968
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638231000,6.9098041,79.8525914
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638237000,6.90985017,79.85269926
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638251000,6.9098012,79.8525867
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638271000,6.9098212,79.8525972
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638291000,6.9098187,79.8525946
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638311000,6.9098168,79.8525808
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638331000,6.9098292,79.8525777
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638352000,6.909824,79.852587
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638372000,6.9098162,79.852591
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638392000,6.9098161,79.8525994
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638412000,6.9098109,79.8525785
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638432000,6.909812,79.8525895
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638452000,6.9098128,79.8525796
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638472000,6.9098077,79.8525887
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638492000,6.9098134,79.8525775
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638512000,6.9098184,79.8525882
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638513000,6.9098107,79.8525816
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638518000,6.9098265,79.8525831
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638539000,6.9098058,79.8525865
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638559000,6.9097938,79.8525774
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638579000,6.9098014,79.8525805
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638599000,6.9098181,79.8525933
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638619000,6.9098255,79.8525764
IM_NOT_SURE,00000000-1948-5cef-5511-cf1b5cd07ffc,1468638639000,6.9098074,79.8525885
