home1:weathermonitoringsensor:frontgarden:fence,1339320000,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.759998 ,55.759998
home1:weathermonitoringsensor:frontgarden:fence,1339320300,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.760002 ,55.760002 
home1:weathermonitoringsensor:frontgarden:fence,1339320600,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.670006 ,55.670006 
home1:weathermonitoringsensor:frontgarden:fence,1339320900,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.724007 ,55.724007 
home1:weathermonitoringsensor:frontgarden:fence,1339321200,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.940002 ,55.940002 
home1:weathermonitoringsensor:frontgarden:fence,1339321500,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.760002 ,55.760002 
home1:weathermonitoringsensor:frontgarden:fence,1339321800,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.688007 ,55.688007 
home1:weathermonitoringsensor:frontgarden:fence,1339322100,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.580009 ,55.580009 
home1:weathermonitoringsensor:frontgarden:fence,1339322400,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.580009 ,55.580009 
home1:weathermonitoringsensor:frontgarden:fence,1339322700,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.670006 ,55.670006 
home1:weathermonitoringsensor:frontgarden:fence,1339323000,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.706005 ,55.706005 
home1:weathermonitoringsensor:frontgarden:fence,1339323300,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.904003 ,55.904003 
home1:weathermonitoringsensor:frontgarden:fence,1339323600,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,55.940002 ,55.940002 
home1:weathermonitoringsensor:frontgarden:fence,1339323900,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,56.137993 ,56.137993 
home1:weathermonitoringsensor:frontgarden:fence,1339324200,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,56.299995 ,56.299995 
home1:weathermonitoringsensor:frontgarden:fence,1339324500,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,56.462006 ,56.462006 
home1:weathermonitoringsensor:frontgarden:fence,1339324800,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,56.425995 ,56.425995 
home1:weathermonitoringsensor:frontgarden:fence,1339325100,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,56.588001 ,56.588001 
home1:weathermonitoringsensor:frontgarden:fence,1339325400,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,56.821999 ,56.821999 
home1:weathermonitoringsensor:frontgarden:fence,1339325700,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,57.110004 ,57.110004 
home1:weathermonitoringsensor:frontgarden:fence,1339326000,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,57.434002 ,57.434002 
home1:weathermonitoringsensor:frontgarden:fence,1339326300,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,57.77599  ,57.77599  
home1:weathermonitoringsensor:frontgarden:fence,1339326600,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,58.082001 ,58.082001 
home1:weathermonitoringsensor:frontgarden:fence,1339326900,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,58.279999 ,58.279999 
home1:weathermonitoringsensor:frontgarden:fence,1339327200,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,58.640003 ,58.640003 
home1:weathermonitoringsensor:frontgarden:fence,1339327500,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,59.0      ,59.0      
home1:weathermonitoringsensor:frontgarden:fence,1339327800,0.0       ,0.0,0.0       ,0.0 ,0.0       ,0.0       ,59.521996 ,59.521996 
