home1:smartdoor:kitchen:refrigerator,1339328945,0
home1:smartdoor:kitchen:refrigerator,1339328945,0
home1:smartdoor:kitchen:refrigerator,1339328946,1
home1:smartdoor:kitchen:refrigerator,1339329411,1
home1:smartdoor:kitchen:refrigerator,1339329411,1
home1:smartdoor:kitchen:refrigerator,1339329420,0
home1:smartdoor:kitchen:refrigerator,1339329420,0
home1:smartdoor:kitchen:refrigerator,1339343525,1
home1:smartdoor:kitchen:refrigerator,1339343525,1
home1:smartdoor:kitchen:refrigerator,1339343538,0
home1:smartdoor:kitchen:refrigerator,1339343538,0
home1:smartdoor:kitchen:refrigerator,1339343613,1
home1:smartdoor:kitchen:refrigerator,1339343614,1
home1:smartdoor:kitchen:refrigerator,1339343630,0
home1:smartdoor:kitchen:refrigerator,1339343630,0
home1:smartdoor:kitchen:refrigerator,1339343646,1
home1:smartdoor:kitchen:refrigerator,1339343646,1
home1:smartdoor:kitchen:refrigerator,1339343654,0
home1:smartdoor:kitchen:refrigerator,1339343654,0
home1:smartdoor:kitchen:refrigerator,1339343677,1
home1:smartdoor:kitchen:refrigerator,1339343677,1
home1:smartdoor:kitchen:refrigerator,1339343685,0
home1:smartdoor:kitchen:refrigerator,1339343686,0
home1:smartdoor:kitchen:refrigerator,1339343712,1
home1:smartdoor:kitchen:refrigerator,1339343712,1
home1:smartdoor:kitchen:refrigerator,1339343717,0
home1:smartdoor:kitchen:refrigerator,1339343717,0
home1:smartdoor:kitchen:refrigerator,1339346789,1
home1:smartdoor:kitchen:refrigerator,1339346789,1
home1:smartdoor:kitchen:refrigerator,1339346796,0
home1:smartdoor:kitchen:refrigerator,1339346796,0
home1:smartdoor:kitchen:refrigerator,1339346859,1
home1:smartdoor:kitchen:refrigerator,1339346860,1
home1:smartdoor:kitchen:refrigerator,1339346860,1
home1:smartdoor:kitchen:refrigerator,1339346872,0
home1:smartdoor:kitchen:refrigerator,1339346872,0
home1:smartdoor:kitchen:refrigerator,1339346916,1
home1:smartdoor:kitchen:refrigerator,1339346917,1
home1:smartdoor:kitchen:refrigerator,1339346922,0
home1:smartdoor:kitchen:refrigerator,1339346922,0
home1:smartdoor:kitchen:refrigerator,1339352814,1
home1:smartdoor:kitchen:refrigerator,1339352814,1
home1:smartdoor:kitchen:refrigerator,1339352820,0
home1:smartdoor:kitchen:refrigerator,1339352820,0
home1:smartdoor:kitchen:refrigerator,1339357156,1
home1:smartdoor:kitchen:refrigerator,1339357156,1
home1:smartdoor:kitchen:refrigerator,1339357158,0
home1:smartdoor:kitchen:refrigerator,1339357158,0
home1:smartdoor:kitchen:refrigerator,1339357350,1
home1:smartdoor:kitchen:refrigerator,1339364260,1
home1:smartdoor:kitchen:refrigerator,1339364261,1
home1:smartdoor:kitchen:refrigerator,1339364265,0
home1:smartdoor:kitchen:refrigerator,1339364266,0
home1:smartdoor:kitchen:refrigerator,1339364737,0
home1:smartdoor:kitchen:refrigerator,1339364737,0
home1:smartdoor:kitchen:refrigerator,1339365385,1
home1:smartdoor:kitchen:refrigerator,1339365385,1
home1:smartdoor:kitchen:refrigerator,1339365401,0
home1:smartdoor:kitchen:refrigerator,1339365401,0
home1:smartdoor:kitchen:refrigerator,1339365401,0
home1:smartdoor:kitchen:refrigerator,1339365411,1
home1:smartdoor:kitchen:refrigerator,1339365411,1
home1:smartdoor:kitchen:refrigerator,1339365419,0
home1:smartdoor:kitchen:refrigerator,1339365533,1
home1:smartdoor:kitchen:refrigerator,1339365544,0
home1:smartdoor:kitchen:refrigerator,1339365544,0
home1:smartdoor:kitchen:refrigerator,1339365544,0
home1:smartdoor:kitchen:refrigerator,1339365544,0
home1:smartdoor:kitchen:refrigerator,1339369117,1
home1:smartdoor:kitchen:refrigerator,1339369118,1
