gobinath,htc,1452429600000,MOBILE,36,94
gobinath,htc,1452430200000,OTHER,27,84
gobinath,htc,1452430800000,MOBILE,29,23
gobinath,htc,1452431400000,OTHER,35,3
gobinath,htc,1452432000000,OTHER,86,72
gobinath,htc,1452432600000,OTHER,16,43
gobinath,htc,1452433200000,MOBILE,23,43
gobinath,htc,1452433800000,OTHER,59,76
gobinath,htc,1452434400000,MOBILE,95,94
gobinath,htc,1452435000000,OTHER,60,25
gobinath,htc,1452435600000,MOBILE,8,55
gobinath,htc,1452436200000,OTHER,10,76
gobinath,htc,1452436800000,OTHER,76,55
gobinath,htc,1452437400000,MOBILE,96,30
gobinath,htc,1452438000000,OTHER,62,66
gobinath,htc,1452438600000,OTHER,75,44
gobinath,htc,1452439200000,MOBILE,42,45
gobinath,htc,1452439800000,MOBILE,98,39
gobinath,htc,1452440400000,OTHER,24,87
gobinath,htc,1452441000000,OTHER,5,5
gobinath,htc,1452441600000,OTHER,96,42
gobinath,htc,1452442200000,OTHER,78,72
gobinath,htc,1452442800000,OTHER,77,39
gobinath,htc,1452443400000,OTHER,76,13
gobinath,htc,1452444000000,OTHER,25,97
gobinath,htc,1452444600000,OTHER,10,45
gobinath,htc,1452445200000,MOBILE,49,8
gobinath,htc,1452445800000,OTHER,55,66
gobinath,htc,1452446400000,OTHER,47,2
gobinath,htc,1452447000000,OTHER,12,97
gobinath,htc,1452447600000,OTHER,80,81
gobinath,htc,1452448200000,OTHER,79,10
gobinath,htc,1452448800000,OTHER,8,32
gobinath,htc,1452449400000,MOBILE,71,18
gobinath,htc,1452450000000,MOBILE,7,91
gobinath,htc,1452450600000,OTHER,36,57
gobinath,htc,1452451200000,OTHER,22,69
gobinath,htc,1452451800000,OTHER,22,55
gobinath,htc,1452452400000,OTHER,76,48
gobinath,htc,1452453000000,OTHER,63,70
gobinath,htc,1452453600000,MOBILE,68,4
gobinath,htc,1452454200000,MOBILE,18,17
gobinath,htc,1452454800000,MOBILE,75,99
gobinath,htc,1452455400000,MOBILE,93,74
gobinath,htc,1452456000000,OTHER,68,47
gobinath,htc,1452456600000,OTHER,41,1
gobinath,htc,1452457200000,MOBILE,90,84
gobinath,htc,1452457800000,MOBILE,20,83
gobinath,htc,1452458400000,OTHER,45,11
gobinath,htc,1452459000000,MOBILE,40,32
gobinath,htc,1452459600000,MOBILE,93,82
gobinath,htc,1452460200000,MOBILE,89,56
gobinath,htc,1452460800000,OTHER,91,78
gobinath,htc,1452461400000,MOBILE,53,12
gobinath,htc,1452462000000,MOBILE,42,39
gobinath,htc,1452462600000,OTHER,21,34
gobinath,htc,1452463200000,OTHER,59,11
gobinath,htc,1452463800000,MOBILE,46,58
gobinath,htc,1452464400000,MOBILE,92,47
gobinath,htc,1452465000000,MOBILE,28,34
gobinath,htc,1452465600000,OTHER,41,93
gobinath,htc,1452466200000,OTHER,19,53
gobinath,htc,1452466800000,OTHER,72,98
gobinath,htc,1452467400000,OTHER,84,87
gobinath,htc,1452468000000,MOBILE,92,25
gobinath,htc,1452468600000,MOBILE,90,10
gobinath,htc,1452469200000,MOBILE,46,76
gobinath,htc,1452469800000,MOBILE,87,0
gobinath,htc,1452470400000,OTHER,59,14
gobinath,htc,1452471000000,OTHER,6,99
gobinath,htc,1452471600000,OTHER,26,23
gobinath,htc,1452472200000,MOBILE,45,14
gobinath,htc,1452472800000,MOBILE,70,69
gobinath,htc,1452473400000,MOBILE,97,42
gobinath,htc,1452474000000,OTHER,58,12
gobinath,htc,1452474600000,OTHER,4,4
gobinath,htc,1452475200000,OTHER,34,63
gobinath,htc,1452475800000,OTHER,76,94
gobinath,htc,1452476400000,MOBILE,88,30
gobinath,htc,1452477000000,OTHER,41,92
gobinath,htc,1452477600000,MOBILE,59,43
gobinath,htc,1452478200000,OTHER,42,17
gobinath,htc,1452478800000,OTHER,45,88
gobinath,htc,1452479400000,OTHER,93,58
gobinath,htc,1452480000000,MOBILE,15,95
gobinath,htc,1452480600000,MOBILE,77,81
gobinath,htc,1452481200000,MOBILE,13,82
gobinath,htc,1452481800000,MOBILE,2,28
gobinath,htc,1452482400000,MOBILE,3,38
gobinath,htc,1452483000000,OTHER,49,14
gobinath,htc,1452483600000,MOBILE,78,77
gobinath,htc,1452484200000,MOBILE,60,77
gobinath,htc,1452484800000,OTHER,45,80
gobinath,htc,1452485400000,OTHER,1,93
gobinath,htc,1452486000000,MOBILE,47,4
gobinath,htc,1452486600000,MOBILE,52,39
gobinath,htc,1452487200000,MOBILE,54,12
gobinath,htc,1452487800000,OTHER,3,31
gobinath,htc,1452488400000,MOBILE,78,99
gobinath,htc,1452489000000,OTHER,55,64
gobinath,htc,1452489600000,OTHER,68,39
gobinath,htc,1452490200000,MOBILE,84,57
gobinath,htc,1452490800000,OTHER,19,18
gobinath,htc,1452491400000,OTHER,35,22
gobinath,htc,1452492000000,MOBILE,96,34
gobinath,htc,1452492600000,MOBILE,7,51
gobinath,htc,1452493200000,OTHER,1,21
gobinath,htc,1452493800000,OTHER,44,6
gobinath,htc,1452494400000,OTHER,13,1
gobinath,htc,1452495000000,MOBILE,49,41
gobinath,htc,1452495600000,OTHER,19,87
gobinath,htc,1452496200000,OTHER,30,99
gobinath,htc,1452496800000,OTHER,75,86
gobinath,htc,1452497400000,MOBILE,57,65
gobinath,htc,1452498000000,OTHER,44,62
gobinath,htc,1452498600000,OTHER,64,67
gobinath,htc,1452499200000,MOBILE,35,79
gobinath,htc,1452499800000,MOBILE,69,96
gobinath,htc,1452500400000,MOBILE,3,56
gobinath,htc,1452501000000,OTHER,21,51
gobinath,htc,1452501600000,MOBILE,5,99
gobinath,htc,1452502200000,MOBILE,67,80
gobinath,htc,1452502800000,OTHER,65,60
gobinath,htc,1452503400000,MOBILE,91,46
gobinath,htc,1452504000000,MOBILE,41,28
gobinath,htc,1452504600000,OTHER,46,50
gobinath,htc,1452505200000,MOBILE,98,72
gobinath,htc,1452505800000,MOBILE,1,91
gobinath,htc,1452506400000,MOBILE,97,46
gobinath,htc,1452507000000,OTHER,59,94
gobinath,htc,1452507600000,MOBILE,11,2
gobinath,htc,1452508200000,OTHER,88,17
gobinath,htc,1452508800000,OTHER,59,52
gobinath,htc,1452509400000,OTHER,93,50
gobinath,htc,1452510000000,MOBILE,98,85
gobinath,htc,1452510600000,OTHER,26,95
gobinath,htc,1452511200000,MOBILE,54,62
gobinath,htc,1452511800000,OTHER,10,41
gobinath,htc,1452512400000,MOBILE,36,94
gobinath,htc,1452513000000,MOBILE,92,1
gobinath,htc,1452513600000,OTHER,33,26
gobinath,htc,1452514200000,OTHER,18,58
gobinath,htc,1452514800000,OTHER,56,69
gobinath,htc,1452515400000,OTHER,71,7
gobinath,htc,1452516000000,MOBILE,7,63
gobinath,htc,1452516600000,MOBILE,5,69
gobinath,htc,1452517200000,MOBILE,77,91
gobinath,htc,1452517800000,MOBILE,26,76
gobinath,htc,1452518400000,MOBILE,44,52
gobinath,htc,1452519000000,MOBILE,49,71
gobinath,htc,1452519600000,OTHER,62,76
gobinath,htc,1452520200000,MOBILE,83,63
gobinath,htc,1452520800000,OTHER,22,18
gobinath,htc,1452521400000,OTHER,2,25
gobinath,htc,1452522000000,MOBILE,78,34
gobinath,htc,1452522600000,MOBILE,43,5
gobinath,htc,1452523200000,OTHER,17,77
gobinath,htc,1452523800000,OTHER,71,90
gobinath,htc,1452524400000,MOBILE,84,37
