gobinath,htc,1452429600000,IDLE
gobinath,htc,1452430200000,WALKING
gobinath,htc,1452430800000,IDLE
gobinath,htc,1452431400000,CYCLING
gobinath,htc,1452432000000,IDLE
gobinath,htc,1452432600000,IDLE
gobinath,htc,1452433200000,IDLE
gobinath,htc,1452433800000,IDLE
gobinath,htc,1452434400000,RUNNING
gobinath,htc,1452435000000,RUNNING
gobinath,htc,1452435600000,RUNNING
gobinath,htc,1452436200000,CYCLING
gobinath,htc,1452436800000,IDLE
gobinath,htc,1452437400000,CYCLING
gobinath,htc,1452438000000,CYCLING
gobinath,htc,1452438600000,CYCLING
gobinath,htc,1452439200000,WALKING
gobinath,htc,1452439800000,WALKING
gobinath,htc,1452440400000,CYCLING
gobinath,htc,1452441000000,CYCLING
gobinath,htc,1452441600000,RUNNING
gobinath,htc,1452442200000,WALKING
gobinath,htc,1452442800000,CYCLING
gobinath,htc,1452443400000,WALKING
gobinath,htc,1452444000000,WALKING
gobinath,htc,1452444600000,WALKING
gobinath,htc,1452445200000,WALKING
gobinath,htc,1452445800000,RUNNING
gobinath,htc,1452446400000,CYCLING
gobinath,htc,1452447000000,CYCLING
gobinath,htc,1452447600000,RUNNING
gobinath,htc,1452448200000,WALKING
gobinath,htc,1452448800000,RUNNING
gobinath,htc,1452449400000,WALKING
gobinath,htc,1452450000000,IDLE
gobinath,htc,1452450600000,IDLE
gobinath,htc,1452451200000,IDLE
gobinath,htc,1452451800000,RUNNING
gobinath,htc,1452452400000,IDLE
gobinath,htc,1452453000000,WALKING
gobinath,htc,1452453600000,WALKING
gobinath,htc,1452454200000,RUNNING
gobinath,htc,1452454800000,RUNNING
gobinath,htc,1452455400000,CYCLING
gobinath,htc,1452456000000,RUNNING
gobinath,htc,1452456600000,IDLE
gobinath,htc,1452457200000,RUNNING
gobinath,htc,1452457800000,IDLE
gobinath,htc,1452458400000,RUNNING
gobinath,htc,1452459000000,WALKING
gobinath,htc,1452459600000,RUNNING
gobinath,htc,1452460200000,RUNNING
gobinath,htc,1452460800000,IDLE
gobinath,htc,1452461400000,CYCLING
gobinath,htc,1452462000000,CYCLING
gobinath,htc,1452462600000,CYCLING
gobinath,htc,1452463200000,WALKING
gobinath,htc,1452463800000,RUNNING
gobinath,htc,1452464400000,CYCLING
gobinath,htc,1452465000000,CYCLING
gobinath,htc,1452465600000,CYCLING
gobinath,htc,1452466200000,WALKING
gobinath,htc,1452466800000,CYCLING
gobinath,htc,1452467400000,IDLE
gobinath,htc,1452468000000,WALKING
gobinath,htc,1452468600000,IDLE
gobinath,htc,1452469200000,RUNNING
gobinath,htc,1452469800000,CYCLING
gobinath,htc,1452470400000,IDLE
gobinath,htc,1452471000000,IDLE
gobinath,htc,1452471600000,CYCLING
gobinath,htc,1452472200000,WALKING
gobinath,htc,1452472800000,WALKING
gobinath,htc,1452473400000,CYCLING
gobinath,htc,1452474000000,WALKING
gobinath,htc,1452474600000,RUNNING
gobinath,htc,1452475200000,RUNNING
gobinath,htc,1452475800000,IDLE
gobinath,htc,1452476400000,IDLE
gobinath,htc,1452477000000,IDLE
gobinath,htc,1452477600000,IDLE
gobinath,htc,1452478200000,RUNNING
gobinath,htc,1452478800000,WALKING
gobinath,htc,1452479400000,RUNNING
gobinath,htc,1452480000000,WALKING
gobinath,htc,1452480600000,IDLE
gobinath,htc,1452481200000,CYCLING
gobinath,htc,1452481800000,CYCLING
gobinath,htc,1452482400000,IDLE
gobinath,htc,1452483000000,WALKING
gobinath,htc,1452483600000,IDLE
gobinath,htc,1452484200000,CYCLING
gobinath,htc,1452484800000,IDLE
gobinath,htc,1452485400000,WALKING
gobinath,htc,1452486000000,IDLE
gobinath,htc,1452486600000,IDLE
gobinath,htc,1452487200000,WALKING
gobinath,htc,1452487800000,RUNNING
gobinath,htc,1452488400000,RUNNING
gobinath,htc,1452489000000,WALKING
gobinath,htc,1452489600000,WALKING
gobinath,htc,1452490200000,IDLE
gobinath,htc,1452490800000,IDLE
gobinath,htc,1452491400000,RUNNING
gobinath,htc,1452492000000,IDLE
gobinath,htc,1452492600000,CYCLING
gobinath,htc,1452493200000,RUNNING
gobinath,htc,1452493800000,RUNNING
gobinath,htc,1452494400000,IDLE
gobinath,htc,1452495000000,RUNNING
gobinath,htc,1452495600000,IDLE
gobinath,htc,1452496200000,CYCLING
gobinath,htc,1452496800000,WALKING
gobinath,htc,1452497400000,CYCLING
gobinath,htc,1452498000000,RUNNING
gobinath,htc,1452498600000,RUNNING
gobinath,htc,1452499200000,WALKING
gobinath,htc,1452499800000,RUNNING
gobinath,htc,1452500400000,WALKING
gobinath,htc,1452501000000,CYCLING
gobinath,htc,1452501600000,IDLE
gobinath,htc,1452502200000,WALKING
gobinath,htc,1452502800000,RUNNING
gobinath,htc,1452503400000,WALKING
gobinath,htc,1452504000000,IDLE
gobinath,htc,1452504600000,IDLE
gobinath,htc,1452505200000,CYCLING
gobinath,htc,1452505800000,CYCLING
gobinath,htc,1452506400000,RUNNING
gobinath,htc,1452507000000,RUNNING
gobinath,htc,1452507600000,RUNNING
